Date1,State,Imported Cases,Local Cases,Total Cases,Date
3-Jul,Federal Territory of Kuala Lumpur,7,616,623,3-Jul
3-Jul,Federal Territory of Labuan,0,108,108,3-Jul
3-Jul,Federal Territory of Putrajaya,0,16,16,3-Jul
4-Jul,Johor,1,500,501,4-Jul
4-Jul,Kedah,0,332,332,4-Jul
4-Jul,Kelantan,0,124,124,4-Jul
4-Jul,Melaka,0,290,290,4-Jul
4-Jul,Negeri Sembilan,0,531,531,4-Jul
4-Jul,Pahang,0,95,95,4-Jul
4-Jul,Perak,0,384,384,4-Jul
4-Jul,Perlis,0,0,0,4-Jul
4-Jul,Penang,0,173,173,4-Jul
4-Jul,Sabah,0,228,228,4-Jul
4-Jul,Sarawak,0,365,365,4-Jul
4-Jul,Selangor,0,2262,2262,4-Jul
4-Jul,Terengganu,0,54,54,4-Jul
4-Jul,Federal Territory of Kuala Lumpur,19,616,635,4-Jul
4-Jul,Federal Territory of Labuan,0,75,75,4-Jul
4-Jul,Federal Territory of Putrajaya,0,16,16,4-Jul
5-Jul,Johor,1,324,325,5-Jul
5-Jul,Kedah,0,273,273,5-Jul
5-Jul,Kelantan,0,114,114,5-Jul
5-Jul,Melaka,0,206,206,5-Jul
5-Jul,Negeri Sembilan,0,523,523,5-Jul
5-Jul,Pahang,0,312,312,5-Jul
5-Jul,Perak,0,249,249,5-Jul
5-Jul,Perlis,0,0,0,5-Jul
5-Jul,Penang,2,157,159,5-Jul
5-Jul,Sabah,0,263,263,5-Jul
5-Jul,Sarawak,2,424,426,5-Jul
5-Jul,Selangor,2,2610,2612,5-Jul
5-Jul,Terengganu,0,17,17,5-Jul
5-Jul,Federal Territory of Kuala Lumpur,19,819,838,5-Jul
5-Jul,Federal Territory of Labuan,0,71,71,5-Jul
5-Jul,Federal Territory of Putrajaya,0,25,25,5-Jul
6-Jul,Johor,3,313,316,6-Jul
6-Jul,Kedah,0,337,337,6-Jul
6-Jul,Kelantan,0,118,118,6-Jul
6-Jul,Melaka,0,230,230,6-Jul
6-Jul,Negeri Sembilan,0,698,698,6-Jul
6-Jul,Pahang,0,180,180,6-Jul
6-Jul,Perak,0,94,94,6-Jul
6-Jul,Perlis,0,2,2,6-Jul
6-Jul,Penang,0,185,185,6-Jul
6-Jul,Sabah,0,225,225,6-Jul
6-Jul,Sarawak,0,286,286,6-Jul
6-Jul,Selangor,1,3260,3261,6-Jul
6-Jul,Terengganu,0,61,61,6-Jul
6-Jul,Federal Territory of Kuala Lumpur,7,1550,1557,6-Jul
6-Jul,Federal Territory of Labuan,0,82,82,6-Jul
6-Jul,Federal Territory of Putrajaya,0,33,33,6-Jul
7-Jul,Johor,0,224,224,7-Jul
7-Jul,Kedah,0,198,198,7-Jul
7-Jul,Kelantan,0,123,123,7-Jul
7-Jul,Melaka,0,358,358,7-Jul
7-Jul,Negeri Sembilan,0,788,788,7-Jul
7-Jul,Pahang,0,258,258,7-Jul
7-Jul,Perak,0,187,187,7-Jul
7-Jul,Perlis,0,2,2,7-Jul
7-Jul,Penang,0,140,140,7-Jul
7-Jul,Sabah,0,244,244,7-Jul
7-Jul,Sarawak,1,289,290,7-Jul
7-Jul,Selangor,5,3119,3124,7-Jul
7-Jul,Terengganu,0,43,43,7-Jul
7-Jul,Federal Territory of Kuala Lumpur,20,1005,1025,7-Jul
7-Jul,Federal Territory of Labuan,0,93,93,7-Jul
7-Jul,Federal Territory of Putrajaya,0,26,26,7-Jul
8-Jul,Johor,0,336,336,8-Jul
8-Jul,Kedah,0,360,360,8-Jul
8-Jul,Kelantan,0,135,135,8-Jul
8-Jul,Melaka,0,183,183,8-Jul
8-Jul,Negeri Sembilan,1,897,898,8-Jul
8-Jul,Pahang,0,152,152,8-Jul
8-Jul,Perak,0,543,543,8-Jul
8-Jul,Perlis,0,1,1,8-Jul
8-Jul,Penang,2,237,239,8-Jul
8-Jul,Sabah,0,279,279,8-Jul
8-Jul,Sarawak,2,281,283,8-Jul
8-Jul,Selangor,1,4152,4153,8-Jul
8-Jul,Terengganu,0,68,68,8-Jul
8-Jul,Federal Territory of Kuala Lumpur,4,1133,1137,8-Jul
8-Jul,Federal Territory of Labuan,0,64,64,8-Jul
8-Jul,Federal Territory of Putrajaya,0,47,47,8-Jul
9-Jul,Johor,2,315,317,9-Jul
9-Jul,Kedah,0,417,417,9-Jul
9-Jul,Kelantan,3,151,154,9-Jul
9-Jul,Melaka,0,222,222,9-Jul
9-Jul,Negeri Sembilan,0,899,899,9-Jul
9-Jul,Pahang,0,214,214,9-Jul
9-Jul,Perak,1,241,242,9-Jul
9-Jul,Perlis,0,1,1,9-Jul
9-Jul,Penang,0,142,142,9-Jul
9-Jul,Sabah,0,323,323,9-Jul
9-Jul,Sarawak,0,406,406,9-Jul
9-Jul,Selangor,1,4400,4401,9-Jul
9-Jul,Terengganu,0,82,82,9-Jul
9-Jul,Federal Territory of Kuala Lumpur,0,1271,1271,9-Jul
9-Jul,Federal Territory of Labuan,0,80,80,9-Jul
9-Jul,Federal Territory of Putrajaya,0,16,16,9-Jul
10-Jul,Johor,0,399,399,10-Jul
10-Jul,Kedah,0,364,364,10-Jul
10-Jul,Kelantan,0,89,89,10-Jul
10-Jul,Melaka,0,835,835,10-Jul
10-Jul,Negeri Sembilan,0,638,638,10-Jul
10-Jul,Pahang,0,247,247,10-Jul
10-Jul,Perak,0,145,145,10-Jul
10-Jul,Perlis,0,4,4,10-Jul
10-Jul,Penang,4,180,184,10-Jul
10-Jul,Sabah,0,251,251,10-Jul
10-Jul,Sarawak,0,352,352,10-Jul
10-Jul,Selangor,5,4277,4282,10-Jul
10-Jul,Terengganu,0,50,50,10-Jul
10-Jul,Federal Territory of Kuala Lumpur,2,1398,1400,10-Jul
10-Jul,Federal Territory of Labuan,0,85,85,10-Jul
10-Jul,Federal Territory of Putrajaya,0,39,39,10-Jul
11-Jul,Johor,0,392,392,11-Jul
11-Jul,Kedah,0,382,382,11-Jul
11-Jul,Kelantan,0,150,150,11-Jul
11-Jul,Melaka,0,278,278,11-Jul
11-Jul,Negeri Sembilan,0,541,541,11-Jul
11-Jul,Pahang,0,300,300,11-Jul
11-Jul,Perak,0,207,207,11-Jul
11-Jul,Perlis,0,1,1,11-Jul
11-Jul,Penang,0,243,243,11-Jul
11-Jul,Sabah,0,271,271,11-Jul
11-Jul,Sarawak,4,270,274,11-Jul
11-Jul,Selangor,0,4682,4682,11-Jul
11-Jul,Terengganu,0,38,38,11-Jul
11-Jul,Federal Territory of Kuala Lumpur,14,1247,1261,11-Jul
11-Jul,Federal Territory of Labuan,0,54,54,11-Jul
11-Jul,Federal Territory of Putrajaya,0,49,49,11-Jul
12-Jul,Johor,0,407,407,12-Jul
12-Jul,Kedah,0,415,415,12-Jul
12-Jul,Kelantan,0,133,133,12-Jul
12-Jul,Melaka,0,411,411,12-Jul
12-Jul,Negeri Sembilan,2,794,796,12-Jul
12-Jul,Pahang,0,314,314,12-Jul
12-Jul,Perak,0,168,168,12-Jul
12-Jul,Perlis,0,0,0,12-Jul
12-Jul,Penang,0,231,231,12-Jul
12-Jul,Sabah,0,298,298,12-Jul
12-Jul,Sarawak,0,235,235,12-Jul
12-Jul,Selangor,18,4308,4326,12-Jul
12-Jul,Terengganu,0,140,140,12-Jul
12-Jul,Federal Territory of Kuala Lumpur,20,609,629,12-Jul
12-Jul,Federal Territory of Labuan,0,66,66,12-Jul
12-Jul,Federal Territory of Putrajaya,0,45,45,12-Jul
13-Jul,Johor,0,406,406,13-Jul
13-Jul,Kedah,0,497,497,13-Jul
13-Jul,Kelantan,0,211,211,13-Jul
13-Jul,Melaka,0,323,323,13-Jul
13-Jul,Negeri Sembilan,2,1033,1035,13-Jul
13-Jul,Pahang,0,321,321,13-Jul
13-Jul,Perak,0,329,329,13-Jul
13-Jul,Perlis,0,0,0,13-Jul
13-Jul,Penang,2,234,236,13-Jul
13-Jul,Sabah,0,239,239,13-Jul
13-Jul,Sarawak,0,472,472,13-Jul
13-Jul,Selangor,6,5263,5269,13-Jul
13-Jul,Terengganu,0,93,93,13-Jul
13-Jul,Federal Territory of Kuala Lumpur,17,1521,1538,13-Jul
13-Jul,Federal Territory of Labuan,0,60,60,13-Jul
13-Jul,Federal Territory of Putrajaya,0,77,77,13-Jul
14-Jul,Johor,5,396,401,14-Jul
14-Jul,Kedah,0,504,504,14-Jul
14-Jul,Kelantan,0,236,236,14-Jul
14-Jul,Melaka,0,526,526,14-Jul
14-Jul,Negeri Sembilan,1,1537,1538,14-Jul
14-Jul,Pahang,0,400,400,14-Jul
14-Jul,Perak,0,164,164,14-Jul
14-Jul,Perlis,0,3,3,14-Jul
14-Jul,Penang,0,210,210,14-Jul
14-Jul,Sabah,1,286,287,14-Jul
14-Jul,Sarawak,0,289,289,14-Jul
14-Jul,Selangor,7,5051,5058,14-Jul
14-Jul,Terengganu,0,189,189,14-Jul
14-Jul,Federal Territory of Kuala Lumpur,12,1749,1761,14-Jul
14-Jul,Federal Territory of Labuan,0,38,38,14-Jul
14-Jul,Federal Territory of Putrajaya,0,40,40,14-Jul
15-Jul,Johor,0,599,599,15-Jul
15-Jul,Kedah,0,695,695,15-Jul
15-Jul,Kelantan,0,255,255,15-Jul
15-Jul,Melaka,0,484,484,15-Jul
15-Jul,Negeri Sembilan,1,1603,1604,15-Jul
15-Jul,Pahang,0,222,222,15-Jul
15-Jul,Perak,0,344,344,15-Jul
15-Jul,Perlis,0,3,3,15-Jul
15-Jul,Penang,0,509,509,15-Jul
15-Jul,Sabah,0,370,370,15-Jul
15-Jul,Sarawak,0,363,363,15-Jul
15-Jul,Selangor,7,6120,6127,15-Jul
15-Jul,Terengganu,0,70,70,15-Jul
15-Jul,Federal Territory of Kuala Lumpur,5,1499,1504,15-Jul
15-Jul,Federal Territory of Labuan,0,26,26,15-Jul
15-Jul,Federal Territory of Putrajaya,0,53,53,15-Jul
16-Jul,Johor,2,609,611,16-Jul
16-Jul,Kedah,0,458,458,16-Jul
16-Jul,Kelantan,0,225,225,16-Jul
16-Jul,Melaka,0,575,575,16-Jul
16-Jul,Negeri Sembilan,0,1619,1619,16-Jul
16-Jul,Pahang,0,382,382,16-Jul
16-Jul,Perak,0,299,299,16-Jul
16-Jul,Perlis,0,7,7,16-Jul
16-Jul,Penang,0,376,376,16-Jul
16-Jul,Sabah,0,326,326,16-Jul
16-Jul,Sarawak,0,423,423,16-Jul
16-Jul,Selangor,2,5512,5514,16-Jul
16-Jul,Terengganu,0,102,102,16-Jul
16-Jul,Federal Territory of Kuala Lumpur,12,1542,1554,16-Jul
16-Jul,Federal Territory of Labuan,0,24,24,16-Jul
16-Jul,Federal Territory of Putrajaya,0,62,62,16-Jul
17-Jul,Johor,0,625,625,17-Jul
17-Jul,Kedah,0,701,701,17-Jul
17-Jul,Kelantan,0,211,211,17-Jul
17-Jul,Melaka,0,569,569,17-Jul
17-Jul,Negeri Sembilan,0,1280,1280,17-Jul
17-Jul,Pahang,0,317,317,17-Jul
17-Jul,Perak,0,428,428,17-Jul
17-Jul,Perlis,0,1,1,17-Jul
17-Jul,Penang,0,396,396,17-Jul
17-Jul,Sabah,0,647,647,17-Jul
17-Jul,Sarawak,0,388,388,17-Jul
17-Jul,Selangor,4,4985,4989,17-Jul
17-Jul,Terengganu,0,177,177,17-Jul
17-Jul,Federal Territory of Kuala Lumpur,15,1740,1755,17-Jul
17-Jul,Federal Territory of Labuan,0,22,22,17-Jul
17-Jul,Federal Territory of Putrajaya,0,41,41,17-Jul
18-Jul,Johor,1,808,809,18-Jul
18-Jul,Kedah,0,696,696,18-Jul
18-Jul,Kelantan,0,146,146,18-Jul
18-Jul,Melaka,0,289,289,18-Jul
18-Jul,Negeri Sembilan,0,771,771,18-Jul
18-Jul,Pahang,0,369,369,18-Jul
18-Jul,Perak,0,407,407,18-Jul
18-Jul,Perlis,0,5,5,18-Jul
18-Jul,Penang,0,295,295,18-Jul
18-Jul,Sabah,0,666,666,18-Jul
18-Jul,Sarawak,0,261,261,18-Jul
18-Jul,Selangor,2,4828,4830,18-Jul
18-Jul,Terengganu,0,123,123,18-Jul
18-Jul,Federal Territory of Kuala Lumpur,9,945,954,18-Jul
18-Jul,Federal Territory of Labuan,0,50,50,18-Jul
18-Jul,Federal Territory of Putrajaya,0,51,51,18-Jul
19-Jul,Johor,4,876,880,19-Jul
19-Jul,Kedah,0,705,705,19-Jul
19-Jul,Kelantan,0,170,170,19-Jul
19-Jul,Melaka,0,474,474,19-Jul
19-Jul,Negeri Sembilan,0,1340,1340,19-Jul
19-Jul,Pahang,0,475,475,19-Jul
19-Jul,Perak,0,324,324,19-Jul
19-Jul,Perlis,0,1,1,19-Jul
19-Jul,Penang,0,426,426,19-Jul
19-Jul,Sabah,0,651,651,19-Jul
19-Jul,Sarawak,0,301,301,19-Jul
19-Jul,Selangor,40,4404,4444,19-Jul
19-Jul,Terengganu,0,144,144,19-Jul
19-Jul,Federal Territory of Kuala Lumpur,4,609,613,19-Jul
19-Jul,Federal Territory of Labuan,0,24,24,19-Jul
19-Jul,Federal Territory of Putrajaya,0,48,48,19-Jul
20-Jul,Johor,0,793,793,20-Jul
20-Jul,Kedah,0,701,701,20-Jul
20-Jul,Kelantan,0,179,179,20-Jul
20-Jul,Melaka,0,309,309,20-Jul
20-Jul,Negeri Sembilan,0,970,970,20-Jul
20-Jul,Pahang,0,288,288,20-Jul
20-Jul,Perak,0,295,295,20-Jul
20-Jul,Perlis,0,2,2,20-Jul
20-Jul,Penang,0,460,460,20-Jul
20-Jul,Sabah,0,657,657,20-Jul
20-Jul,Sarawak,0,351,351,20-Jul
20-Jul,Selangor,4,5524,5528,20-Jul
20-Jul,Terengganu,0,190,190,20-Jul
20-Jul,Federal Territory of Kuala Lumpur,4,1580,1584,20-Jul
20-Jul,Federal Territory of Labuan,0,17,17,20-Jul
20-Jul,Federal Territory of Putrajaya,0,50,50,20-Jul
21-Jul,Johor,2,644,646,21-Jul
21-Jul,Kedah,0,800,800,21-Jul
21-Jul,Kelantan,0,386,386,21-Jul
21-Jul,Melaka,0,453,453,21-Jul
21-Jul,Negeri Sembilan,0,745,745,21-Jul
21-Jul,Pahang,0,603,603,21-Jul
21-Jul,Perak,0,274,274,21-Jul
21-Jul,Perlis,0,2,2,21-Jul
21-Jul,Penang,0,362,362,21-Jul
21-Jul,Sabah,0,474,474,21-Jul
21-Jul,Sarawak,0,261,261,21-Jul
21-Jul,Selangor,3,5550,5553,21-Jul
21-Jul,Terengganu,0,171,171,21-Jul
21-Jul,Federal Territory of Kuala Lumpur,2,1174,1176,21-Jul
21-Jul,Federal Territory of Labuan,0,35,35,21-Jul
21-Jul,Federal Territory of Putrajaya,0,51,51,21-Jul
22-Jul,Johor,4,791,795,22-Jul
22-Jul,Kedah,0,701,701,22-Jul
22-Jul,Kelantan,0,240,240,22-Jul
22-Jul,Melaka,0,353,353,22-Jul
22-Jul,Negeri Sembilan,5,711,716,22-Jul
22-Jul,Pahang,0,261,261,22-Jul
22-Jul,Perak,0,284,284,22-Jul
22-Jul,Perlis,0,6,6,22-Jul
22-Jul,Penang,0,371,371,22-Jul
22-Jul,Sabah,0,497,497,22-Jul
22-Jul,Sarawak,1,644,645,22-Jul
22-Jul,Selangor,7,6049,6056,22-Jul
22-Jul,Terengganu,0,391,391,22-Jul
22-Jul,Federal Territory of Kuala Lumpur,8,1611,1619,22-Jul
22-Jul,Federal Territory of Labuan,0,24,24,22-Jul
22-Jul,Federal Territory of Putrajaya,0,100,100,22-Jul
23-Jul,Johor,1,722,723,23-Jul
23-Jul,Kedah,0,937,937,23-Jul
23-Jul,Kelantan,0,372,372,23-Jul
23-Jul,Melaka,0,452,452,23-Jul
23-Jul,Negeri Sembilan,0,682,682,23-Jul
23-Jul,Pahang,9,457,466,23-Jul
23-Jul,Perak,0,415,415,23-Jul
23-Jul,Perlis,0,3,3,23-Jul
23-Jul,Penang,0,530,530,23-Jul
23-Jul,Sabah,0,516,516,23-Jul
23-Jul,Sarawak,0,461,461,23-Jul
23-Jul,Selangor,10,7672,7682,23-Jul
23-Jul,Terengganu,0,229,229,23-Jul
23-Jul,Federal Territory of Kuala Lumpur,12,2063,2075,23-Jul
23-Jul,Federal Territory of Labuan,0,21,21,23-Jul
23-Jul,Federal Territory of Putrajaya,0,41,41,23-Jul
24-Jul,Johor,8,804,812,24-Jul
24-Jul,Kedah,0,867,867,24-Jul
24-Jul,Kelantan,0,502,502,24-Jul
24-Jul,Melaka,0,631,631,24-Jul
24-Jul,Negeri Sembilan,0,625,625,24-Jul
24-Jul,Pahang,0,406,406,24-Jul
24-Jul,Perak,0,469,469,24-Jul
24-Jul,Perlis,0,7,7,24-Jul
24-Jul,Penang,0,505,505,24-Jul
24-Jul,Sabah,0,712,712,24-Jul
24-Jul,Sarawak,0,261,261,24-Jul
24-Jul,Selangor,3,7351,7354,24-Jul
24-Jul,Terengganu,0,267,267,24-Jul
24-Jul,Federal Territory of Kuala Lumpur,15,2406,2421,24-Jul
24-Jul,Federal Territory of Labuan,0,30,30,24-Jul
24-Jul,Federal Territory of Putrajaya,0,59,59,24-Jul
25-Jul,Johor,0,950,950,25-Jul
25-Jul,Kedah,0,1216,1216,25-Jul
25-Jul,Kelantan,0,266,266,25-Jul
25-Jul,Melaka,0,370,370,25-Jul
25-Jul,Negeri Sembilan,0,513,513,25-Jul
25-Jul,Pahang,0,424,424,25-Jul
25-Jul,Perak,0,609,609,25-Jul
25-Jul,Perlis,0,10,10,25-Jul
25-Jul,Penang,0,573,573,25-Jul
25-Jul,Sabah,0,818,818,25-Jul
25-Jul,Sarawak,0,407,407,25-Jul
25-Jul,Selangor,1,8500,8501,25-Jul
25-Jul,Terengganu,0,273,273,25-Jul
25-Jul,Federal Territory of Kuala Lumpur,5,2045,2050,25-Jul
25-Jul,Federal Territory of Labuan,0,21,21,25-Jul
25-Jul,Federal Territory of Putrajaya,0,50,50,25-Jul
26-Jul,Johor,0,1449,1449,26-Jul
26-Jul,Kedah,1,1160,1161,26-Jul
26-Jul,Kelantan,0,346,346,26-Jul
26-Jul,Melaka,0,373,373,26-Jul
26-Jul,Negeri Sembilan,0,452,452,26-Jul
26-Jul,Pahang,0,386,386,26-Jul
26-Jul,Perak,0,590,590,26-Jul
26-Jul,Perlis,0,2,2,26-Jul
26-Jul,Penang,0,402,402,26-Jul
26-Jul,Sabah,0,720,720,26-Jul
26-Jul,Sarawak,1,356,357,26-Jul
26-Jul,Selangor,1,6508,6509,26-Jul
26-Jul,Terengganu,0,245,245,26-Jul
26-Jul,Federal Territory of Kuala Lumpur,0,1425,1425,26-Jul
26-Jul,Federal Territory of Labuan,0,8,8,26-Jul
26-Jul,Federal Territory of Putrajaya,0,94,94,26-Jul
27-Jul,Johor,1,907,908,27-Jul
27-Jul,Kedah,0,1000,1000,27-Jul
27-Jul,Kelantan,0,592,592,27-Jul
27-Jul,Melaka,0,674,674,27-Jul
27-Jul,Negeri Sembilan,1,669,670,27-Jul
27-Jul,Pahang,0,403,403,27-Jul
27-Jul,Perak,0,583,583,27-Jul
27-Jul,Perlis,0,2,2,27-Jul
27-Jul,Penang,0,618,618,27-Jul
27-Jul,Sabah,0,741,741,27-Jul
27-Jul,Sarawak,1,405,406,27-Jul
27-Jul,Selangor,3,6616,6619,27-Jul
27-Jul,Terengganu,0,317,317,27-Jul
27-Jul,Federal Territory of Kuala Lumpur,20,2457,2477,27-Jul
27-Jul,Federal Territory of Labuan,0,11,11,27-Jul
27-Jul,Federal Territory of Putrajaya,0,122,122,27-Jul
28-Jul,Johor,0,767,767,28-Jul
28-Jul,Kedah,0,1112,1112,28-Jul
28-Jul,Kelantan,0,532,532,28-Jul
28-Jul,Melaka,0,531,531,28-Jul
28-Jul,Negeri Sembilan,0,863,863,28-Jul
28-Jul,Pahang,0,429,429,28-Jul
28-Jul,Perak,0,406,406,28-Jul
28-Jul,Perlis,0,3,3,28-Jul
28-Jul,Penang,0,760,760,28-Jul
28-Jul,Sabah,0,913,913,28-Jul
28-Jul,Sarawak,0,464,464,28-Jul
28-Jul,Selangor,2,7171,7173,28-Jul
28-Jul,Terengganu,0,490,490,28-Jul
28-Jul,Federal Territory of Kuala Lumpur,4,2880,2884,28-Jul
28-Jul,Federal Territory of Labuan,0,16,16,28-Jul
28-Jul,Federal Territory of Putrajaya,0,68,68,28-Jul
29-Jul,Johor,8,1054,1062,29-Jul
29-Jul,Kedah,0,1212,1212,29-Jul
29-Jul,Kelantan,0,615,615,29-Jul
29-Jul,Melaka,0,416,416,29-Jul
29-Jul,Negeri Sembilan,2,884,886,29-Jul
29-Jul,Pahang,0,638,638,29-Jul
29-Jul,Perak,0,596,596,29-Jul
29-Jul,Perlis,0,10,10,29-Jul
29-Jul,Penang,0,554,554,29-Jul
29-Jul,Sabah,0,776,776,29-Jul
29-Jul,Sarawak,0,582,582,29-Jul
29-Jul,Selangor,3,7163,7166,29-Jul
29-Jul,Terengganu,0,437,437,29-Jul
29-Jul,Federal Territory of Kuala Lumpur,19,2138,2157,29-Jul
29-Jul,Federal Territory of Labuan,0,11,11,29-Jul
29-Jul,Federal Territory of Putrajaya,0,84,84,29-Jul
30-Jul,Johor,1,1104,1105,30-Jul
30-Jul,Kedah,0,1281,1281,30-Jul
30-Jul,Kelantan,0,656,656,30-Jul
30-Jul,Melaka,0,581,581,30-Jul
30-Jul,Negeri Sembilan,0,1079,1079,30-Jul
30-Jul,Pahang,0,540,540,30-Jul
30-Jul,Perak,0,810,810,30-Jul
30-Jul,Perlis,0,13,13,30-Jul
30-Jul,Penang,0,689,689,30-Jul
30-Jul,Sabah,0,1066,1066,30-Jul
30-Jul,Sarawak,0,450,450,30-Jul
30-Jul,Selangor,14,6092,6106,30-Jul
30-Jul,Terengganu,0,258,258,30-Jul
30-Jul,Federal Territory of Kuala Lumpur,2,2114,2116,30-Jul
30-Jul,Federal Territory of Labuan,0,7,7,30-Jul
30-Jul,Federal Territory of Putrajaya,0,100,100,30-Jul
31-Jul,Johor,0,1144,1144,31-Jul
31-Jul,Kedah,0,1389,1389,31-Jul
31-Jul,Kelantan,0,580,580,31-Jul
31-Jul,Melaka,0,697,697,31-Jul
31-Jul,Negeri Sembilan,0,929,929,31-Jul
31-Jul,Pahang,0,653,653,31-Jul
31-Jul,Perak,0,775,775,31-Jul
31-Jul,Perlis,0,16,16,31-Jul
31-Jul,Penang,0,713,713,31-Jul
31-Jul,Sabah,0,1035,1035,31-Jul
31-Jul,Sarawak,0,485,485,31-Jul
31-Jul,Selangor,9,6400,6409,31-Jul
31-Jul,Terengganu,0,883,883,31-Jul
31-Jul,Federal Territory of Kuala Lumpur,0,1962,1962,31-Jul
31-Jul,Federal Territory of Labuan,0,9,9,31-Jul
31-Jul,Federal Territory of Putrajaya,0,116,116,31-Jul
1-Aug,Johor,0,1045,1045,1-Aug
1-Aug,Kedah,0,1511,1511,1-Aug
1-Aug,Kelantan,0,459,459,1-Aug
1-Aug,Melaka,0,686,686,1-Aug
1-Aug,Negeri Sembilan,0,809,809,1-Aug
1-Aug,Pahang,0,676,676,1-Aug
1-Aug,Perak,0,693,693,1-Aug
1-Aug,Perlis,0,21,21,1-Aug
1-Aug,Penang,0,752,752,1-Aug
1-Aug,Sabah,0,1002,1002,1-Aug
1-Aug,Sarawak,0,578,578,1-Aug
1-Aug,Selangor,0,6326,6326,1-Aug
1-Aug,Terengganu,0,429,429,1-Aug
1-Aug,Federal Territory of Kuala Lumpur,1,2086,2087,1-Aug
1-Aug,Federal Territory of Labuan,0,5,5,1-Aug
1-Aug,Federal Territory of Putrajaya,0,72,72,1-Aug
2-Aug,Johor,1,1222,1223,2-Aug
2-Aug,Kedah,0,1108,1108,2-Aug
2-Aug,Kelantan,0,552,552,2-Aug
2-Aug,Melaka,0,463,463,2-Aug
2-Aug,Negeri Sembilan,0,862,862,2-Aug
2-Aug,Pahang,0,475,475,2-Aug
2-Aug,Perak,0,748,748,2-Aug
2-Aug,Perlis,0,9,9,2-Aug
2-Aug,Penang,0,667,667,2-Aug
2-Aug,Sabah,0,1166,1166,2-Aug
2-Aug,Sarawak,1,411,412,2-Aug
2-Aug,Selangor,2,6067,6069,2-Aug
2-Aug,Terengganu,0,425,425,2-Aug
2-Aug,Federal Territory of Kuala Lumpur,2,1536,1538,2-Aug
2-Aug,Federal Territory of Labuan,0,7,7,2-Aug
2-Aug,Federal Territory of Putrajaya,0,46,46,2-Aug
3-Aug,Johor,0,1275,1275,3-Aug
3-Aug,Kedah,0,1036,1036,3-Aug
3-Aug,Kelantan,1,915,916,3-Aug
3-Aug,Melaka,0,508,508,3-Aug
3-Aug,Negeri Sembilan,3,816,819,3-Aug
3-Aug,Pahang,1,628,629,3-Aug
3-Aug,Perak,1,967,968,3-Aug
3-Aug,Perlis,0,7,7,3-Aug
3-Aug,Penang,0,798,798,3-Aug
3-Aug,Sabah,0,1010,1010,3-Aug
3-Aug,Sarawak,0,494,494,3-Aug
3-Aug,Selangor,2,5836,5838,3-Aug
3-Aug,Terengganu,0,429,429,3-Aug
3-Aug,Federal Territory of Kuala Lumpur,29,2309,2338,3-Aug
3-Aug,Federal Territory of Labuan,0,5,5,3-Aug
3-Aug,Federal Territory of Putrajaya,0,72,72,3-Aug
4-Aug,Johor,1,1162,1163,4-Aug
4-Aug,Kedah,0,1371,1371,4-Aug
4-Aug,Kelantan,0,1003,1003,4-Aug
4-Aug,Melaka,0,508,508,4-Aug
4-Aug,Negeri Sembilan,0,800,800,4-Aug
4-Aug,Pahang,0,558,558,4-Aug
4-Aug,Perak,0,662,662,4-Aug
4-Aug,Perlis,0,11,11,4-Aug
4-Aug,Penang,0,867,867,4-Aug
4-Aug,Sabah,0,949,949,4-Aug
4-Aug,Sarawak,0,552,552,4-Aug
4-Aug,Selangor,2,8377,8379,4-Aug
4-Aug,Terengganu,0,481,481,4-Aug
4-Aug,Federal Territory of Kuala Lumpur,18,2467,2485,4-Aug
4-Aug,Federal Territory of Labuan,1,5,6,4-Aug
4-Aug,Federal Territory of Putrajaya,1,46,47,4-Aug
5-Aug,Johor,13,1300,1313,5-Aug
5-Aug,Kedah,0,1446,1446,5-Aug
5-Aug,Kelantan,0,772,772,5-Aug
5-Aug,Melaka,0,622,622,5-Aug
